brand,product_name,color_name,price,personal_color,color_detail,texture_tag,pros_summary,cons_summary,key_ingredients,Unnamed: 10,product_id
딘토,블러피니쉬 올댓모먼츠 블러셔,507 디어 살로메,19000,#가을웜톤뮤트,은은한 핑크 컬러,#보송 #블러링,과하지 않은 색상으로 데일리로 사용 좋아요,피부가 건조하면 살짝 들뜰 수 있어요,비타민E,,cheek_딘토_507_디어_살로메_1763391225125
딘토,블러피니쉬 올댓모먼츠 블러셔,508 리틀 올콧,19000,#봄웜톤라이트,맑은 코랄 컬러,#보송 #블러링,자연스러운 혈색처럼 발색되어 화사해요,피부톤에 따라 발색이 연하게 느껴질 수 있어요,비타민E,,cheek_딘토_508_리틀_올콧_1763391225126
딘토,블러피니쉬 올댓모먼츠 블러셔,509 네이키드 호손,19000,#가을웜톤뮤트,은은한 코랄 컬러,#보송 #블러링,과하지 않은 색상으로 데일리로 사용 좋아요,피부가 건조하면 살짝 들뜰 수 있어요,비타민E,,cheek_딘토_509_네이키드_호손_1763391225127
딘토,블러피니쉬 올댓모먼츠 블러셔,510 미스티 도데,19000,#여름쿨톤뮤트,은은한 핑크 컬러,#보송 #블러링,과하지 않은 색상으로 데일리로 사용 좋아요,피부가 건조하면 살짝 들뜰 수 있어요,비타민E,,cheek_딘토_510_미스티_도데_1763391225128
삐아,레디 투 웨어 다우니 치크,01 다우니핑크,9000,#봄웜톤라이트,맑은 핑크 컬러,#크리미 #촉촉,자연스러운 혈색처럼 발색되어 화사해요,더운 날씨에는 무너짐이 빠를 수 있어요,시어버터,,cheek_삐아_01_다우니핑크_1763391225129
삐아,레디 투 웨어 다우니 치크,02 다우니피치,9000,#봄웜톤라이트,맑은 피치 컬러,#크리미 #촉촉,자연스러운 혈색처럼 발색되어 화사해요,더운 날씨에는 무너짐이 빠를 수 있어요,시어버터,,cheek_삐아_02_다우니피치_1763391225130
삐아,레디 투 웨어 다우니 치크,03 다우니애프리콧,9000,#봄웜톤라이트,맑은 피치 컬러,#크리미 #촉촉,자연스러운 혈색처럼 발색되어 화사해요,더운 날씨에는 무너짐이 빠를 수 있어요,시어버터,,cheek_삐아_03_다우니애프리콧_1763391225131
삐아,레디 투 웨어 다우니 치크,04 다우니라벤더,9000,#여름쿨톤라이트,맑은 라일락 퍼플 컬러,#크리미 #촉촉,자연스러운 혈색처럼 발색되어 화사해요,더운 날씨에는 무너짐이 빠를 수 있어요,시어버터,,cheek_삐아_04_다우니라벤더_1763391225132
삐아,레디 투 웨어 다우니 치크,06 다우니피그,9000,#가을웜톤뮤트,은은한 핑크 컬러,#크리미 #촉촉,과하지 않은 색상으로 데일리로 사용 좋아요,더운 날씨에는 무너짐이 빠를 수 있어요,시어버터,,cheek_삐아_02_다우니피치_1763391225130
삐아,레디 투 웨어 다우니 치크,07 다우니엔젤,9000,#여름쿨톤라이트,맑은 핑크 컬러,#크리미 #촉촉,자연스러운 혈색처럼 발색되어 화사해요,더운 날씨에는 무너짐이 빠를 수 있어요,시어버터,,cheek_삐아_07_다우니엔젤_1763391225134
삐아,레디 투 웨어 다우니 치크,08 다우니로지,9000,#가을웜톤뮤트,은은한 로즈 컬러,#크리미 #촉촉,과하지 않은 색상으로 데일리로 사용 좋아요,더운 날씨에는 무너짐이 빠를 수 있어요,시어버터,,cheek_삐아_08_다우니로지_1763391225135
삐아,레디 투 웨어 다우니 치크,12 다우니블룸,9000,#봄웜톤,은은한 핑크 컬러,#크리미 #촉촉,생기있게 연출되어 얼굴이 화사해 보여요,더운 날씨에는 무너짐이 빠를 수 있어요,시어버터,,cheek_삐아_12_다우니블룸_1763391225136
삐아,레디 투 웨어 다우니 치크,05 다우니코랄,9000,#봄웜톤,은은한 코랄 컬러,#크리미 #촉촉,생기있게 연출되어 얼굴이 화사해 보여요,더운 날씨에는 무너짐이 빠를 수 있어요,시어버터,,cheek_삐아_05_다우니코랄_1763391225137
삐아,레디 투 웨어 다우니 치크,09 다우니타로,9000,#여름쿨톤뮤트,은은한 퍼플 핑크 컬러,#크리미 #촉촉,과하지 않은 색상으로 데일리로 사용 좋아요,더운 날씨에는 무너짐이 빠를 수 있어요,시어버터,,cheek_삐아_08_다우니로지_1763391225135
삐아,레디 투 웨어 다우니 치크,10 다우니초코,9000,#가을웜톤딥,딥한 브라운 컬러,#크리미 #촉촉,한 번만 발라도 선명하게 발색돼요,더운 날씨에는 무너짐이 빠를 수 있어요,시어버터,,cheek_삐아_05_다우니코랄_1763391225137
삐아,레디 투 웨어 다우니 치크,11 다우니페탈,9000,#봄웜톤,은은한 핑크 컬러,#크리미 #촉촉,생기있게 연출되어 얼굴이 화사해 보여요,더운 날씨에는 무너짐이 빠를 수 있어요,시어버터,,cheek_삐아_11_다우니페탈_1763391225140
어퓨,과즙팡 젤리 블러셔,네마음갖구아바,10000,#봄웜톤,은은한 코랄 컬러,#젤리 #촉촉,생기있게 연출되어 얼굴이 화사해 보여요,더운 날씨에는 무너짐이 빠를 수 있어요,구아바추출물,,cheek_어퓨_네마음갖구아바_1763391225141
어퓨,과즙팡 젤리 블러셔,무정한무화과,10000,#가을웜톤뮤트,은은한 핑크 컬러,#젤리 #촉촉,과하지 않은 색상으로 데일리로 사용 좋아요,더운 날씨에는 무너짐이 빠를 수 있어요,무화과추출물,,cheek_어퓨_무정한무화과_1763391225142
어퓨,과즙팡 젤리 블러셔,자꾸자두말리지마,10000,#여름쿨톤,은은한 퍼플 컬러,#젤리 #촉촉,붉은기 과하지 않아 자연스럽게 어울려요,더운 날씨에는 무너짐이 빠를 수 있어요,자두추출물,,cheek_어퓨_자꾸자두말리지마_1763391225143
어퓨,과즙팡 젤리 블러셔,싱숭생숭복숭아,10000,#봄웜톤라이트,맑은 피치 컬러,#젤리 #촉촉,자연스러운 혈색처럼 발색되어 화사해요,더운 날씨에는 무너짐이 빠를 수 있어요,복숭아추출물,,cheek_어퓨_싱숭생숭복숭아_1763391225144
어퓨,과즙팡 젤리 블러셔,외로워도슬포도,10000,#겨울쿨톤,은은한 퍼플 컬러,#젤리 #촉촉,붉은기 과하지 않아 자연스럽게 어울려요,더운 날씨에는 무너짐이 빠를 수 있어요,포도추출물,,cheek_어퓨_외로워도슬포도_1763391225145
어퓨,과즙팡 젤리 블러셔,이제그만사과해,10000,#가을웜톤딥,딥한 코랄 컬러,#젤리 #촉촉,한 번만 발라도 선명하게 발색돼요,더운 날씨에는 무너짐이 빠를 수 있어요,사과추출물,,cheek_어퓨_이제그만사과해_1763391225146
얼터너티브스테레오,바미 크림 치크,10호 피치 크림,15000,#봄웜톤라이트,맑은 피치 컬러,#크리미 #보송,자연스러운 혈색처럼 발색되어 화사해요,피부톤에 따라 발색이 연하게 느껴질 수 있어요,시어버터,,cheek_얼터너티브스테레오_10호_피치_크림_1763391225147
얼터너티브스테레오,바미 크림 치크,8호 스윗 라일락,15000,#여름쿨톤라이트,맑은 라일락 퍼플 컬러,#크리미 #보송,자연스러운 혈색처럼 발색되어 화사해요,피부톤에 따라 발색이 연하게 느껴질 수 있어요,시어버터,,cheek_얼터너티브스테레오_8호_스윗_라일락_1763391225148
얼터너티브스테레오,바미 크림 치크,1호 베이비 로즈,15000,#봄웜톤,은은한 핑크 컬러,#크리미 #보송,생기있게 연출되어 얼굴이 화사해 보여요,피부가 건조하면 살짝 들뜰 수 있어요,시어버터,,cheek_얼터너티브스테레오_10호_피치_크림_1763391225147
얼터너티브스테레오,바미 크림 치크,3호 밀키 피치,15000,#봄웜톤라이트,맑은 피치 컬러,#크리미 #보송,자연스러운 혈색처럼 발색되어 화사해요,피부톤에 따라 발색이 연하게 느껴질 수 있어요,시어버터,,cheek_얼터너티브스테레오_3호_밀키_피치_1763391225150
얼터너티브스테레오,바미 크림 치크,4호 로즈 베리,15000,#여름쿨톤뮤트,은은한 로즈 컬러,#크리미 #보송,과하지 않은 색상으로 데일리로 사용 좋아요,피부가 건조하면 살짝 들뜰 수 있어요,시어버터,,cheek_얼터너티브스테레오_4호_로즈_베리_1763391225151
얼터너티브스테레오,바미 크림 치크,5호 텐더 로즈,15000,#가을웜톤뮤트,은은한 로즈 컬러,#크리미 #보송,과하지 않은 색상으로 데일리로 사용 좋아요,피부가 건조하면 살짝 들뜰 수 있어요,시어버터,,cheek_얼터너티브스테레오_5호_텐더_로즈_1763391225152
얼터너티브스테레오,바미 크림 치크,6호 플럼 잼,15000,#겨울쿨톤딥,딥한 플럼 와인 컬러,#크리미 #보송,한 번만 발라도 선명하게 발색돼요,양 조절을 못 하면 다소 진하게 착색될 수 있어요,시어버터,,cheek_얼터너티브스테레오_6호_플럼_잼_1763391225153
얼터너티브스테레오,바미 크림 치크,7호 타로 라떼,15000,#여름쿨톤뮤트,은은한 퍼플 컬러,#크리미 #보송,과하지 않은 색상으로 데일리로 사용 좋아요,피부가 건조하면 살짝 들뜰 수 있어요,시어버터,,cheek_얼터너티브스테레오_7호_타로_라떼_1763391225156
에뛰드,하트 팝 블러셔,밀크 드리즐,13000,#봄웜톤라이트,맑은 베이지 핑크 컬러,#보송 #블러링,자연스러운 혈색처럼 발색되어 화사해요,피부톤에 따라 발색이 연하게 느껴질 수 있어요,우유단백질추출물,,cheek_에뛰드_스트로베리_모찌_1763391225157
에뛰드,하트 팝 블러셔,스트로베리 모찌,13000,#여름쿨톤라이트,딥한 베리 핑크 컬러,#보송 #블러링,자연스러운 혈색처럼 발색되어 화사해요,양 조절을 못 하면 다소 진하게 착색될 수 있어요,우유단백질추출물,,cheek_에뛰드_스트로베리_모찌_1763391225157
에뛰드,하트 팝 블러셔,러블리 프라페,13000,#봄웜톤,은은한 코랄 컬러,#보송 #블러링,생기있게 연출되어 얼굴이 화사해 보여요,피부가 건조하면 살짝 들뜰 수 있어요,우유단백질추출물,,cheek_에뛰드_러블리_프라페_1763391225158
에뛰드,하트 팝 블러셔,사우어 젤리,13000,#겨울쿨톤,딥한 핑크 컬러,#보송 #블러링,붉은기 과하지 않아 자연스럽게 어울려요,양 조절을 못 하면 다소 진하게 착색될 수 있어요,우유단백질추출물,,cheek_에뛰드_사우어_젤리_1763391225159
에뛰드,하트 팝 블러셔,쿨 펀치 에이드,13000,#겨울쿨톤,딥한 핑크 컬러,#보송 #블러링,붉은기 과하지 않아 자연스럽게 어울려요,양 조절을 못 하면 다소 진하게 착색될 수 있어요,우유단백질추출물,,cheek_에뛰드_쿨_펀치_에이드_1763391225160
에뛰드,하트 팝 블러셔,피치 스쿱,13000,#봄웜톤,은은한 피치 컬러,#보송 #블러링,생기있게 연출되어 얼굴이 화사해 보여요,피부가 건조하면 살짝 들뜰 수 있어요,우유단백질추출물,,cheek_에뛰드_피치_스쿱_1763391225161
에뛰드,하트 팝 블러셔,라벤더 스노우,13000,#여름쿨톤라이트,딥한 라일락 퍼플 컬러,#보송 #블러링,자연스러운 혈색처럼 발색되어 화사해요,양 조절을 못 하면 다소 진하게 착색될 수 있어요,우유단백질추출물,,cheek_에뛰드_라벤더_스노우_1763391225162
에뛰드,하트 팝 블러셔,쉘 위 댄스,13000,#가을웜톤뮤트,은은한 코랄 컬러,#보송 #블러링,과하지 않은 색상으로 데일리로 사용 좋아요,피부가 건조하면 살짝 들뜰 수 있어요,우유단백질추출물,,cheek_에뛰드_쉘_위_댄스_1763391225163
에이오유,촉촉 크림 블러셔,02 핑키볼,16800,#여름쿨톤,은은한 핑크 컬러,#크리미 #촉촉,붉은기 과하지 않아 자연스럽게 어울려요,더운 날씨에는 무너짐이 빠를 수 있어요,히알루론산,,cheek_에이오유_02_핑키볼_1763391225164
에이오유,촉촉 크림 블러셔,03 벚꽃볼,16800,#봄웜톤라이트,맑은 핑크 컬러,#크리미 #촉촉,자연스러운 혈색처럼 발색되어 화사해요,더운 날씨에는 무너짐이 빠를 수 있어요,히알루론산,,cheek_에이오유_03_벚꽃볼_1763391225165
에이오유,촉촉 크림 블러셔,04 모브콜,16800,#여름쿨톤뮤트,은은한 모브 핑크 컬러,#크리미 #촉촉,과하지 않은 색상으로 데일리로 사용 좋아요,더운 날씨에는 무너짐이 빠를 수 있어요,히알루론산,,cheek_에이오유_04_모브콜_1763391225166
에이오유,촉촉 크림 블러셔,05 로지볼,16800,#가을웜톤뮤트,은은한 로즈 컬러,#크리미 #촉촉,과하지 않은 색상으로 데일리로 사용 좋아요,더운 날씨에는 무너짐이 빠를 수 있어요,히알루론산,,cheek_에이오유_05_로지볼_1763391225167
에이오유,촉촉 크림 블러셔,06 감귤볼,16800,#봄웜톤,은은한 코랄 컬러,#크리미 #촉촉,생기있게 연출되어 얼굴이 화사해 보여요,더운 날씨에는 무너짐이 빠를 수 있어요,히알루론산,,cheek_에이오유_06_감귤볼_1763391225168
에이오유,촉촉 크림 블러셔,07 펌킨볼,16800,#가을웜톤,은은한 오렌지 컬러,#크리미 #촉촉,생기있게 연출되어 얼굴이 화사해 보여요,더운 날씨에는 무너짐이 빠를 수 있어요,히알루론산,,cheek_에이오유_07_펌킨볼_1763391225169
에이오유,촉촉 크림 블러셔,08 써니볼,16800,#봄웜톤,딥한 오렌지 컬러,#크리미 #촉촉,한 번만 발라도 선명하게 발색돼요,더운 날씨에는 무너짐이 빠를 수 있어요,히알루론산,,cheek_에이오유_08_써니볼_1763391225170
에이오유,촉촉 크림 블러셔,01 츄르볼,16800,#봄웜톤,딥한 코랄 컬러,#크리미 #촉촉,한 번만 발라도 선명하게 발색돼요,더운 날씨에는 무너짐이 빠를 수 있어요,히알루론산,,cheek_에이오유_01_츄르볼_1763391225171
웨이크메이크,쉬어 브리즈 블러셔,06 베이지 로즈,14000,#가을웜톤뮤트,은은한 로즈 컬러,#보송 #실키,과하지 않은 색상으로 데일리로 사용 좋아요,피부가 건조하면 살짝 들뜰 수 있어요,실리카,,cheek_웨이크메이크_06_베이지_로즈_1763391225172
웨이크메이크,쉬어 브리즈 블러셔,07 베일리,14000,#가을웜톤뮤트,은은한 핑크 컬러,#보송 #실키,과하지 않은 색상으로 데일리로 사용 좋아요,피부가 건조하면 살짝 들뜰 수 있어요,실리카,,cheek_웨이크메이크_07_베일리_1763391225173
웨이크메이크,쉬어 브리즈 블러셔,01 밀키 애프리콧,14000,#봄웜톤라이트,맑은 피치 컬러,#보송 #실키,자연스러운 혈색처럼 발색되어 화사해요,피부톤에 따라 발색이 연하게 느껴질 수 있어요,실리카,,cheek_웨이크메이크_01_밀키_애프리콧_1763391225174
웨이크메이크,쉬어 브리즈 블러셔,02 살몬 코랄,14000,#봄웜톤,은은한 코랄 컬러,#보송 #실키,생기있게 연출되어 얼굴이 화사해 보여요,피부가 건조하면 살짝 들뜰 수 있어요,실리카,,cheek_웨이크메이크_02_살몬_코랄_1763391225175
웨이크메이크,쉬어 브리즈 블러셔,03 베이지 핑크,14000,#봄웜톤뮤트,은은한 핑크 컬러,#보송 #실키,과하지 않은 색상으로 데일리로 사용 좋아요,피부가 건조하면 살짝 들뜰 수 있어요,실리카,,cheek_웨이크메이크_03_베이지_핑크_1763391225176
웨이크메이크,쉬어 브리즈 블러셔,04 베리쉬,14000,#여름쿨톤뮤트,은은한 핑크 컬러,#보송 #실키,과하지 않은 색상으로 데일리로 사용 좋아요,피부가 건조하면 살짝 들뜰 수 있어요,실리카,,cheek_웨이크메이크_04_베리쉬_1763391225177
웨이크메이크,쉬어 브리즈 블러셔,05 모브 라일락,14000,#여름쿨톤뮤트,은은한 라일락 퍼플 컬러,#보송 #실키,과하지 않은 색상으로 데일리로 사용 좋아요,피부가 건조하면 살짝 들뜰 수 있어요,실리카,,cheek_웨이크메이크_05_모브_라일락_1763391225178
컬러그램,틴토리 솜 블러셔,01 말랑살구,7900,#봄웜톤라이트,맑은 피치 컬러,#보송 #블러링,자연스러운 혈색처럼 발색되어 화사해요,피부톤에 따라 발색이 연하게 느껴질 수 있어요,비타민E,,cheek_컬러그램_01_말랑살구_1763391225179
컬러그램,틴토리 솜 블러셔,02 도란도화,7900,#봄웜톤라이트,맑은 복숭아 핑크 컬러,#보송 #블러링,자연스러운 혈색처럼 발색되어 화사해요,피부톤에 따라 발색이 연하게 느껴질 수 있어요,비타민E,,cheek_컬러그램_02_도란도화_1763391225180
컬러그램,틴토리 솜 블러셔,03 썸탠저린,7900,#봄웜톤,생기 코랄 컬러,#보송 #블러링,생기있게 연출되어 얼굴이 화사해 보여요,피부가 건조하면 살짝 들뜰 수 있어요,비타민E,,cheek_컬러그램_03_썸탠저린_1763391225181
컬러그램,틴토리 솜 블러셔,04 베리베일,7900,#여름쿨톤뮤트,은은한 베리 핑크 컬러,#보송 #블러링,과하지 않은 색상으로 데일리로 사용 좋아요,피부가 건조하면 살짝 들뜰 수 있어요,비타민E,,cheek_컬러그램_04_베리베일_1763391225182
컬러그램,틴토리 솜 블러셔,05 홍시그널,7900,#봄웜톤,생기 코랄 컬러,#보송 #블러링,생기있게 연출되어 얼굴이 화사해 보여요,피부가 건조하면 살짝 들뜰 수 있어요,비타민E,,cheek_컬러그램_05_홍시그널_1763391225183
컬러그램,틴토리 솜 블러셔,06 무화카롱,7900,#가을웜톤뮤트,은은한 모브 핑크 컬러,#보송 #블러링,과하지 않은 색상으로 데일리로 사용 좋아요,피부가 건조하면 살짝 들뜰 수 있어요,비타민E,,cheek_컬러그램_06_무화카롱_1763391225184
컬러그램,틴토리 솜 블러셔,07 꼬숩땅콩,7900,#가을웜톤뮤트,은은한 브라운 베이지 컬러,#보송 #블러링,과하지 않은 색상으로 데일리로 사용 좋아요,피부가 건조하면 살짝 들뜰 수 있어요,비타민E,,cheek_컬러그램_07_꼬숩땅콩_1763391225185
컬러그램,틴토리 솜 블러셔,08 앙쿨모브,7900,#여름쿨톤뮤트,은은한 모브 컬러,#보송 #블러링,과하지 않은 색상으로 데일리로 사용 좋아요,피부가 건조하면 살짝 들뜰 수 있어요,비타민E,,cheek_컬러그램_08_앙쿨모브_1763391225186
크리니크,치크 팝,21 발레리나 팝,36000,#여름쿨톤라이트,맑은 핑크 컬러,#보송 #실키,자연스러운 혈색처럼 발색되어 화사해요,피부톤에 따라 발색이 연하게 느껴질 수 있어요,비타민E,,cheek_크리니크_21_발레리나_팝_1763391225187
크리니크,치크 팝,08 멜론 팝,36000,#봄웜톤,은은한 코랄 컬러,#보송 #실키,생기있게 연출되어 얼굴이 화사해 보여요,피부가 건조하면 살짝 들뜰 수 있어요,비타민E,,cheek_크리니크_08_멜론_팝_1763391225188
크리니크,치크 팝,01 진저 팝,36000,#가을웜톤,은은한 코랄 컬러,#보송 #실키,생기있게 연출되어 얼굴이 화사해 보여요,피부가 건조하면 살짝 들뜰 수 있어요,비타민E,,cheek_크리니크_01_진저_팝_1763391225189
크리니크,치크 팝,02 피치 팝,36000,#봄웜톤,은은한 피치 컬러,#보송 #실키,생기있게 연출되어 얼굴이 화사해 보여요,피부가 건조하면 살짝 들뜰 수 있어요,비타민E,,cheek_크리니크_02_피치_팝_1763391225190
크리니크,치크 팝,10 피그 팝,36000,#여름쿨톤뮤트,은은한 모브 핑크 컬러,#보송 #실키,과하지 않은 색상으로 데일리로 사용 좋아요,피부가 건조하면 살짝 들뜰 수 있어요,비타민E,,cheek_크리니크_10_피그_팝_1763391225191
크리니크,치크 팝,14 헤더 팝,36000,#여름쿨톤뮤트,은은한 모브 핑크 컬러,#보송 #실키,과하지 않은 색상으로 데일리로 사용 좋아요,피부가 건조하면 살짝 들뜰 수 있어요,비타민E,,cheek_크리니크_14_헤더_팝_1763391225192
크리니크,치크 팝,15 팬지 팝,36000,#여름쿨톤라이트,맑은 라일락 퍼플 컬러,#보송 #실키,자연스러운 혈색처럼 발색되어 화사해요,피부톤에 따라 발색이 연하게 느껴질 수 있어요,비타민E,,cheek_크리니크_15_팬지_팝_1763391225193
크리니크,치크 팝,17 블랙허니 팝,36000,#가을웜톤딥,딥한 와인 브라운 컬러,#보송 #실키,한 번만 발라도 선명하게 발색돼요,양 조절을 못 하면 다소 진하게 착색될 수 있어요,비타민E,,cheek_크리니크_17_블랙허니_팝_1763391225194
크리니크,치크 팝,18 핑크허니 팝,36000,#봄웜톤,은은한 핑크 컬러,#보송 #실키,생기있게 연출되어 얼굴이 화사해 보여요,피부가 건조하면 살짝 들뜰 수 있어요,비타민E,,cheek_크리니크_18_핑크허니_팝_1763391225195
크리니크,치크 팝,19 블러쉬 팝,36000,#봄웜톤,은은한 코랄 핑크 컬러,#보송 #실키,생기있게 연출되어 얼굴이 화사해 보여요,피부가 건조하면 살짝 들뜰 수 있어요,비타민E,,cheek_크리니크_19_블러쉬_팝_1763391225196
크리니크,치크 팝,20 소르베 팝,36000,#봄웜톤,은은한 오렌지 컬러,#보송 #실키,생기있게 연출되어 얼굴이 화사해 보여요,피부가 건조하면 살짝 들뜰 수 있어요,비타민E,,cheek_크리니크_20_소르베_팝_1763391225197
크리니크,치크 팝,05 누드 팝,36000,#가을웜톤뮤트,은은한 누디 베이지 컬러,#보송 #실키,과하지 않은 색상으로 데일리로 사용 좋아요,피부가 건조하면 살짝 들뜰 수 있어요,비타민E,,cheek_크리니크_누드팝_기획_1763391225198
