brand,product_name,color_name,price,personal_color,color_detail,texture_tag,pros_summary,cons_summary,key_ingredients,product_id
에뛰드,왓츠 인 마이 아이즈 더블,08 블루밍 캔디,7900,#여름쿨톤 #봄웜톤라이트,청량한 핑크 컬러,#매트 #부드러움,화사한 분위기 연출하고 발색 적당함,리뉴얼 후 질감 나아졌지만 가격도 올라서 가성비 아쉬움,마이카,eye_에뛰드_08_블루밍_캔디_1763391225109
에뛰드,왓츠 인 마이 아이즈 더블,09 플라워 소다,7900,#여름쿨톤 #봄웜톤,생기있는 로즈 핑크,#매트 #실키,발색 한 번에 잘 되고 색감 예쁨,과발색 주의하고 블렌딩 필수이며 평범한 느낌,실리카,eye_에뛰드_09_플라워_소다_1763391225110
에뛰드,왓츠 인 마이 아이즈 더블,10 베리 토프,7900,#가을웜톤뮤트 #봄웜톤,차분한 베리 베이지,#매트 #파우더리,은은한 음영 주고 블렌딩 자연스러움,색이 연해서 레이어링 필요하고 특별함 부족,탈크,eye_에뛰드_10_베리_토프_1763391225111
더샘,샘물 싱글 섀도우,BE01 뉴트럴리 베이지,4800,#봄웜톤 #여름쿨톤,뉴트럴한 베이지 톤,#매트 #보송,무난한 베이스 컬러로 데일리용이고 보송한 질감,밋밋하고 특별함 부족하며 단독 사용 어려움,마이카,eye_더샘_BE01_뉴트럴리_베이지_1763391225112
더샘,샘물 싱글 섀도우,RD01 썸머 수박 젤리,5600,#여름쿨톤 #봄웜톤,청량한 레드 핑크,#글리터 #영롱,펄이 매우 예쁘고 포인트 주기 좋으며 반짝임 우수,글리터 날림 있고 밀착력 약하며 과할 수 있음,마이카,eye_더샘_RD01_썸머_수박_젤리_1763391225113
더샘,샘물 싱글 섀도우,CR02 입덕주의 살구,5600,#봉웜톤 #가을웜톤라이트,따뜻한 살구 코랄,#글리터 #반짝,입덕주의 시리즈로 펄 예쁘고 발색 선명,글리터 타입이라 데일리 사용 어렵고 특별한 날 전용,실리카,eye_더샘_CR02_입덕주의_살구_1763391225114
더샘,샘물 싱글 섀도우,PK03 눈꽃 딸기 소르베,5600,#여름쿨톤 #봄웜톤라이트,청량한 딸기 핑크,#글리터 #시머,핑크 펄이 예쁘게 반짝이고 애교살용으로 좋음,글리터 날림 심하고 밀착력 약하며 지속력 부족,탈크,eye_더샘_PK03_눈꽃_딸기_소르베_1763391225115
더샘,샘물 싱글 섀도우,BR01 고능소비 애쉬,4800,#여름쿨톤 #겨울쿨톤,쿨한 애쉬 브라운,#매트 #부드러움,쿨톤 음영으로 좋고 발색 선명하며 재치있는 네이밍,진한 색이라 소량 사용하고 블렌딩 필수,마이카,eye_더샘_BR01_고능소비_애쉬_1763391225116
더샘,샘물 싱글 섀도우,PK03 체리 루비 젤리,5600,#여름쿨톤 #겨울쿨톤,진한 체리 레드,#글리터 #영롱,펄 반짝임 우수하고 포인트 컬러로 좋음,글리터 타입이라 날림 있고 데일리 부적합,실리카,eye_더샘_PK03_체리_루비_젤리_1763391225117
더샘,샘물 싱글 섀도우,BR02 기강잡는 토프,4800,#가을웜톤 #봄웜톤,깊은 토프 브라운,#매트 #실키,음영 표현 확실하고 발색 선명하며 네이밍 재치있음,진한 컬러라 양 조절 실패하면 지저분해지고 덜어내기 어려움,탈크,eye_더샘_BR02_기강잡는_토프_1763391225118
더샘,샘물 싱글 섀도우,PK02 백도 말랑 젤리,5600,#봄웜톤 #여름쿨톤,부드러운 복숭아 핑크,#글리터 #뽀송,골드 펄 섞인 핑크로 웜톤에 좋고 반짝임 예쁨,글리터 날림 있고 색상 자체는 핑크 베이스라 쿨톤도 가능,마이카,eye_더샘_PK02_백도_말랑_젤리_1763391225119
더샘,샘물 싱글 섀도우,BR03 추구미는 모카,4800,#가을웜톤 #봄웜톤,깊은 모카 브라운,#매트 #부드러움,음영 및 라이너 겸용으로 발색 좋고 네이밍 귀여움,매우 진해서 블렌딩 어렵고 소량만 사용 가능,실리카,eye_더샘_BR03_추구미는_모카_1763391225120
더샘,샘물 싱글 섀도우,BR04 필승조합 브라운,4800,#가을웜톤 #봄웜톤,표준 브라운 컬러,#매트 #실키,무난한 음영 브라운으로 데일리용이고 실패 없음,평범해서 특별함 부족하고 밋밋한 느낌,탈크,eye_더샘_BR04_필승조합_브라운_1763391225121
더샘,샘물 싱글 섀도우,BR05 뮤어리한 초코,4800,#가을웜톤뮤트 #여름쿨톤,뮤티드 초코 브라운,#매트 #파우더리,뮤트한 음영으로 자연스럽고 발색 적당함,색이 뮤트해서 밋밋할 수 있고 선명도 부족,마이카,eye_더샘_BR05_뮤어리한_초코_1763391225122
더샘,샘물 싱글 섀도우,CR01 트임갱신 로즈,4800,#봄웜톤 #가을웜톤라이트,따뜻한 로즈 컬러,#매트 #부드러움,혈색감 좋고 트임 효과 있으며 네이밍 재치있음,발색 약해서 여러 번 겹바름 필요하고 지속력 약함,실리카,eye_더샘_CR01_트임갱신_로즈_1763391225123
더샘,샘물 싱글 섀도우,CR02 물기어린 복숭아,4800,#봄웜톤 #여름쿨톤,촉촉한 복숭아 베이지,#매트 #실키,자연스러운 발색으로 베이스용이고 네이밍 감성적,밋밋하고 특별함 부족하며 단조로움,탈크,eye_더샘_CR02_물기어린_복숭아_1763391225124
더샘,샘물 싱글 섀도우,PK01 울먹이는 핑크,4800,#여름쿨톤 #봄웜톤,맑은 핑크 컬러,#매트 #파우더리,화사한 핑크로 혈색 연출 좋고 네이밍 귀여움,과발색 주의하고 블렌딩 필수이며 가루날림 있음,마이카,eye_더샘_PK01_울먹이는_핑크_1763391225125
더샘,샘물 싱글 섀도우,PP01 사방트임 모브,4800,#여름쿨톤 #겨울쿨톤,쿨한 모브 컬러,#매트 #부드러움,트임 효과 있고 쿨톤에 좋으며 네이밍 재치있음,색이 특이해서 호불호 갈리고 활용도 낮을 수 있음,실리카,eye_더샘_PP01_사방트임_모브_1763391225126
더샘,샘물 싱글 섀도우,PP02 뮤어리한 바인,4800,#가을웜톤뮤트 #여름쿨톤,뮤티드 와인 컬러,#매트 #실키,뮤트한 분위기로 세련되고 발색 적당함,색이 어두워서 양 조절 필수이고 지저분해질 수 있음,탈크,eye_더샘_PP02_뮤어리한_바인_1763391225127
더샘,샘물 싱글 섀도우,WH02 살결st 바닐라,4800,#봄웜톤 #여름쿨톤,밝은 바닐라 화이트,#매트 #보송,하이라이터 겸용으로 무펄이고 보송한 질감,너무 밝아서 부자연스러울 수 있고 텁텁함,마이카,eye_더샘_WH02_살결st_바닐라_1763391225128
더샘,샘물 싱글 섀도우,BE01 입덕주의 슈가,5600,#봄웜톤 #가을웜톤라이트,꿀빛 베이지 쉬머,#쉬머 #촉촉,데일리 애교살용으로 좋고 자연스러운 하이라이팅되며 레이어링 잘됨,밝은 피부엔 좋지만 어두운 피부톤에는 밝은 감 있음,마이카,eye_더샘_BE01_입덕주의_슈가_1763391225129
더샘,샘물 싱글 섀도우,BE02 입덕주의 누가,5600,#봄웜톤 #가을웜톤,깊은 베이지 골드,#쉬머 #영롱,골드빔 섞인 베이지로 입자 고우며 입덕주의 시리즈,펄이 강해서 호불호 갈리고 데일리 부담스러울 수 있음,실리카,eye_더샘_BE01_입덕주의_슈가_1763391225129
더샘,샘물 싱글 섀도우,CR01 입덕주의 포멜로,5600,#봄웜톤 #가을웜톤라이트,따뜻한 자몽 코랄,#쉬머 #시머,입덕주의 시리즈로 펄 예쁘고 혈색 연출 좋음,펄 타입이라 단독 사용 어렵고 베이스 위에 발라야 함,탈크,eye_더샘_CR01_입덕주의_포멜로_1763391225131
더샘,샘물 싱글 섀도우,PK01 입덕주의 샤이,5600,#여름쿨톤 #봄웜톤,은은한 핑크 쉬머,#쉬머 #부드러움,데일리하게 애교살 쓰기 좋고 쉬머함 자연스러움,색이 연해서 2-3회 겹바름 필요하고 발색 약함,마이카,eye_더샘_PK01_입덕주의_샤이_1763391225132
더샘,샘물 싱글 섀도우,PK02 입덕주의 피그,5600,#봄웜톤 #가을웜톤라이트,핑크 골드 쉬머,#쉬머 #영롱,핑크 베이스에 골드 펄로 입덕주의 시리즈 특유의 펄감,과할 수 있어 양 조절 필수이고 데일리 부담,실리카,eye_더샘_PK02_입덕주의_피그_1763391225133
더샘,샘물 싱글 섀도우,PP01 입덕주의 자스민,5600,#여름쿨톤 #겨울쿨톤,쿨한 라벤더 쉬머,#쉬머 #시머,입덕주의 시리즈로 쿨톤에 좋고 펄 우수함,색이 특이해서 활용도 낮고 호불호 갈릴 수 있음,탈크,eye_더샘_PP01_입덕주의_자스민_1763391225134
더샘,샘물 싱글 섀도우,WH01 입덕주의 화이트,5600,#봄웜톤 #여름쿨톤,아이보리 화이트 쉬머,#쉬머 #촉촉,무펄 하이라이터로 쓰기 좋고 모공부각 덜하며 보송함,양 조절 잘해야 하고 가루날림 있지만 텁텁하진 않음,마이카,eye_더샘_WH01_입덕주의_화이트_1763391225135
더샘,샘물 싱글 섀도우,WH02 입덕주의 스노우,5600,#봄웜톤 #여름쿨톤,순백의 스노우 화이트,#쉬머 #영롱,입덕주의 시리즈 신상으로 하이라이터용이고 펄 예쁨,너무 밝아서 피부톤 안 가리고 텁텁할 수 있음,실리카,eye_더샘_WH02_입덕주의_스노우_1763391225136
더샘,샘물 싱글 섀도우,BL01 윈터버블 젤리,5600,#여름쿨톤 #겨울쿨톤,쿨한 블루 글리터,#글리터 #반짝,젤리 제형으로 밀착력 높고 펄 날림 적으며 특이한 컬러,블루 컬러라 활용도 낮고 데일리 부적합하며 호불호,탈크,eye_더샘_BL01_윈터버블_젤리_1763391225137
더샘,샘물 싱글 섀도우,CR02 구아바 젤리,5600,#봄웜톤 #가을웜톤라이트,따뜻한 구아바 코랄,#글리터 #영롱,젤리 제형으로 밀착력 우수하고 펄 반짝임 예쁨,글리터 타입이라 날림 있고 데일리 사용 제한적,마이카,eye_더샘_CR02_구아바_젤리_1763391225138
더샘,샘물 싱글 섀도우,PK01 생딸기 젤리,5600,#봄웜톤 #여름쿨톤,핑크 베이스 골드 펄,#글리터 #시머,핑크 베이스에 골드 펄로 존재감 있지만 데일리 가능하고 밀착력 좋음,겉보기는 자주색인데 실제 발색은 코랄 느낌이라 의외,실리카,eye_더샘_PK01_생딸기_젤리_1763391225139
더샘,샘물 싱글 섀도우,PP01 페어리 젤리,5600,#여름쿨톤 #봄웜톤라이트,맑은 라벤더 글리터,#글리터 #영롱,젤리 제형으로 펄 밀착력 좋고 반짝임 우수함,라벤더 컬러라 활용도 낮고 특별한 날 전용,탈크,eye_더샘_PP01_페어리_젤리_1763391225140
더샘,샘물 싱글 섀도우,WH01 물기 머금은 다이아,5600,#봄웜톤 #여름쿨톤,투명 화이트 글리터,#글리터 #반짝,다이아몬드처럼 반짝이고 애교살 포인트용으로 좋음,글리터 날림 있고 밀착력 약하며 지속력 부족,마이카,eye_더샘_WH01_물기_머금은_다이아_1763391225141
아멜리,섀도,215 시나몬더스트,15000,#가을웜톤 #봄웜톤,은은한 시나몬 브라운,#매트 #실키,데일리 브라운에 섞어 쓰기 좋고 채도 낮아 자연스러우며 펄 은은함,단독 사용 어렵고 색이 연해서 음영 부족,실리카,eye_아멜리_215_시나몬더스트_1763391225144
아멜리,섀도,514 바닐라쇼크,17100,#봄웜톤 #여름쿨톤,부드러운 바닐라 아이보리,#매트 #부드러움,투명한 펄감으로 밝은 피부 더 맑게 하고 베이스용으로 좋음,화이트 부담스러우면 이 컬러 추천이지만 밋밋할 수 있음,탈크,eye_아멜리_514_바닐라쇼크_1763391225145
아멜리,섀도,515 레드쏠트핑크칙촉,17100,#여름쿨톤 #봄웜톤,진한 레드 핑크,#매트 #벨벳,발색 선명하고 임팩트 있으며 아멜리 특유의 밀착력,과발색 주의하고 양 조절 어려우며 데일리 부담,마이카,eye_아멜리_515_레드쏠트핑크칙촉_1763391225146
아멜리,섀도,265 허쉬핑크,15000,#봄웜톤 #여름쿨톤,부드러운 핑크 베이지,#매트 #실키,자연스러운 핑크로 데일리용이고 피부톤 안 가림,특별함 부족하고 단조로우며 밋밋한 느낌,실리카,eye_아멜리_265_허쉬핑크_1763391225147
아멜리,섀도,226 세피아,15000,#가을웜톤 #봄웜톤,깊은 세피아 브라운,#매트 #부드러움,세련된 세미 스모키용으로 음영 좋고 발색 선명,진한 색이라 블렌딩 필수이고 지저분해질 수 있음,탈크,eye_아멜리_226_세피아_1763391225148
아멜리,섀도,244 빈티지발렌타인,15000,#봄웜톤 #가을웜톤라이트,빈티지 로즈 컬러,#매트 #벨벳,부드러운 빈티지 로즈로 웜쿨 상관없이 안 부어보이고 차분함,울먹메이크업 필수템이지만 호불호 갈릴 수 있음,마이카,eye_아멜리_244_빈티지발렌타인_1763391225149
아멜리,섀도,179 체리블라썸,17000,#봄웜톤 #여름쿨톤,화사한 벚꽃 핑크,#매트 #실키,베이지 골드에 벚꽃 핑크로 눈과 뺨 겸용이고 화사함,발색 약해서 여러 번 겹바름 필요하고 단독 사용 제한,실리카,eye_아멜리_179_체리블라썸_1763391225150
아멜리,섀도,224 리얼스킨,15000,#봄웜톤 #여름쿨톤,내 피부같은 베이지,#매트 #파우더리,아무것도 안 바른 듯 자연스럽고 베이스용으로 완벽하며 경계 안 생김,너무 자연스러워 특별함 부족하고 밋밋함,탈크,eye_아멜리_224_리얼스킨_1763391225151
아멜리,섀도,243 마카롱그레이,15000,#여름쿨톤 #겨울쿨톤,그림자 같은 쿨 그레이,#매트 #부드러움,코 쉐딩용으로 유명하고 자연스러운 음영 연출하며 그림자 컬러,발색 사진 찍기 어려울 만큼 연하고 음영 전용,마이카,eye_아멜리_243_마카롱그레이_1763391225152
아멜리,섀도,255 라넌큘러스,15000,#봄웜톤 #여름쿨톤,복숭아빛 분홍 코랄,#매트 #실키,쌓을수록 생기있는 코랄 핑크로 라넌큘러스 닮음,딸기 우유와 비슷하지만 살구 빼고 분홍 더한 느낌,실리카,eye_아멜리_255_라넌큘러스_1763391225153
아멜리,섀도,113 피치오렌지,17000,#봄웜톤 #가을웜톤라이트,따뜻한 피치 오렌지,#매트 #부드러움,화사한 오렌지로 혈색 연출 좋고 발색 선명,오렌지 컬러라 호불호 갈리고 웜톤 전용,탈크,eye_아멜리_113_피치오렌지_1763391225154
아멜리,섀도,150 프레쉬라임,17000,#봄웜톤 #여름쿨톤,청량한 라임 그린,#매트 #파우더리,독특한 그린 컬러로 포인트용이고 신선함,그린 컬러라 활용도 매우 낮고 데일리 부적합,마이카,eye_아멜리_150_프레쉬라임_1763391225155
아멜리,섀도,151 스파클릴리,17000,#봄웜톤 #여름쿨톤,반짝이는 릴리 컬러,#글리터 #영롱,펄 반짝임 우수하고 애교살용으로 좋음,글리터 타입이라 날림 있고 데일리 제한적,실리카,eye_아멜리_151_스파클릴리_1763391225156
아멜리,섀도,180 로즈로코코,17000,#가을웜톤뮤트 #여름쿨톤,바싹 말린 장미 로즈,#매트 #벨벳,말린 장미에 은빛 먼지가루 같고 펄 부드럽게 촤르르 영롱하며 텁텁하지 않음,호불호 갈리는 독특한 컬러로 활용 어려움,탈크,eye_아멜리_180_로즈로코코_1763391225157
아멜리,섀도,504 오렌지환타,17100,#봄웜톤 #가을웜톤,선명한 오렌지 컬러,#매트 #실키,발색 강렬하고 임팩트 있으며 비타민 컬러,오렌지 컬러라 활용도 낮고 양 조절 어려움,마이카,eye_아멜리_504_오렌지환타_1763391225158
아멜리,섀도,508 엔젤윙스,17100,#봄웜톤 #여름쿨톤,화이트 베이스 펄,#글리터 #반짝,애교살 포인트로 핑크빔 뽷 올라오고 펄 고우며 눈 안 부어보임,인위적일 수 있고 데일리 부담스러우며 글리터 날림,실리카,eye_아멜리_508_엔젤윙스_1763391225159
아멜리,섀도,522 퍼플엔젤티얼스,17100,#여름쿨톤 #겨울쿨톤,청량한 퍼플 컬러,#글리터 #영롱,독특한 퍼플로 포인트용이고 펄 반짝임 우수,퍼플 컬러라 활용도 매우 낮고 특별한 날 전용,탈크,eye_아멜리_522_퍼플엔젤티얼스_1763391225160
라카,모노 아이섀도우,901 테디,6400,#가을웜톤 #봄웜톤,따뜻한 테디 베이지,#매트 #보들보들,보들보들한 입자로 부드럽고 쌓을수록 깊어지는 음영하며 비건 제품,가루날림 약간 있고 케이스 슬라이드 방식이 호불호,탈크,eye_라카_901_테디_1763391225161
라카,모노 아이섀도우,902 얼스,6400,#가을웜톤 #봄웜톤,깊은 얼스 브라운,#매트 #부드러움,실용성 높은 데일리 컬러로 음영 표현 좋고 비건,진한 색이라 양 조절 필요하고 블렌딩 필수,마이카,eye_라카_902_얼스_1763391225162
라카,모노 아이섀도우,903 튤립,6400,#봄웜톤 #여름쿨톤,화사한 튤립 핑크,#매트 #파우더리,부드럽게 발리고 혈색 연출 좋으며 젠더 뉴트럴 브랜드,과발색 주의하고 블렌딩 필수,실리카,eye_라카_903_튤립_1763391225163
라카,모노 아이섀도우,905 모더니스트,6400,#여름쿨톤 #겨울쿨톤,쿨한 모브 컬러,#매트 #실키,세련된 분위기 연출하고 쌓을수록 깊어지는 색감,특이한 색이라 활용도 낮고 호불호 갈림,탈크,eye_라카_905_모더니스트_1763391225164
라카,모노 아이섀도우,908 바닐라,6400,#봄웜톤 #여름쿨톤,밝은 바닐라 베이지,#매트 #보들,베이스용으로 좋고 보들보들한 발림감,너무 밝아서 특별함 부족하고 밋밋함,마이카,eye_라카_908_바닐라_1763391225165
라카,모노 아이섀도우,909 솝,6400,#봄웜톤 #여름쿨톤,깨끗한 화이트 베이지,#매트 #파우더리,베이스 정리용으로 깔끔하고 비건 제품,하얗게 뜨고 텁텁할 수 있으며 단독 사용 어려움,실리카,eye_라카_909_솝_1763391225166
라카,모노 아이섀도우,910 포그,6400,#여름쿨톤 #겨울쿨톤,은은한 그레이 톤,#매트 #부드러움,쿨톤 음영으로 좋고 자연스러운 발림감,색이 연해서 발색 약하고 여러 번 겹바름 필요,탈크,eye_라카_910_포그_1763391225167
라카,모노 아이섀도우,912 샌달우드,6400,#가을웜톤 #봄웜톤,깊은 샌달우드 브라운,#매트 #실키,음영 및 라이너 겸용으로 발색 선명,진한 컬러라 블렌딩 어렵고 지저분해질 수 있음,마이카,eye_라카_912_샌달우드_1763391225168
라카,모노 아이섀도우,913 시나몬,6400,#가을웜톤 #봄웜톤,따뜻한 시나몬 브라운,#매트 #보들,감각적이고 실용성 높으며 쌓을수록 깊어짐,가루날림 있고 음영 전용이라 단독 사용 제한,실리카,eye_라카_913_시나몬_1763391225169
라카,모노 아이섀도우,914 코코아,6400,#가을웜톤딥 #겨울쿨톤,진한 코코아 다크 브라운,#매트 #파우더리,깊은 발색으로 음영 강렬하고 라이너 겸용,매우 진해서 양 조절 실패하면 번지고 덜어내기 어려움,탈크,eye_라카_914_코코아_1763391225170
라카,모노 아이섀도우,915 헤이즐,6400,#가을웜톤 #봄웜톤,뉴트럴한 헤이즐 브라운,#매트 #부드러움,무난한 데일리 브라운으로 실패 없음,특별함 부족하고 평범한 느낌,마이카,eye_라카_915_헤이즐_1763391225171
라카,모노 아이섀도우,916 베베,6400,#봄웜톤 #여름쿨톤,부드러운 핑크 베이지,#매트 #실키,화사한 베이스로 혈색 연출 좋음,색이 연해서 발색 약하고 단조로움,실리카,eye_라카_916_베베_1763391225173
라카,모노 아이섀도우,917 메이,6400,#봄웜톤 #가을웜톤라이트,따뜻한 코랄 핑크,#매트 #파우더리,혈색감 좋고 봄 분위기 연출,과발색 주의하고 웜톤 전용,탈크,eye_라카_917_메이_1763391225174
라카,모노 아이섀도우,918 플로리스트,6400,#봄웜톤 #여름쿨톤,꽃같은 핑크 컬러,#매트 #보들,자유로운 아이 메이크업 제안하고 부드러운 발림,밋밋하고 특별함 부족,마이카,eye_라카_918_플로리스트_1763391225175
라카,모노 아이섀도우,919 써머,6400,#봄웜톤 #여름쿨톤,청량한 피치 코랄,#매트 #실키,여름 분위기로 화사하고 발색 적당,시간 지나면 톤다운되고 지속력 약함,실리카,eye_라카_919_써머_1763391225176
라카,모노 아이섀도우,920 칸나,6400,#가을웜톤 #봄웜톤,깊은 레드 브라운,#매트 #파우더리,포인트 컬러로 임팩트 있고 발색 강함,진한 색이라 양 조절 어렵고 데일리 부담,탈크,eye_라카_920_칸나_1763391225177
라카,모노 아이섀도우,922 스노우,6400,#봄웜톤 #여름쿨톤,화이트 글리터 펄,#글리터 #반짝,빛 반사율 높은 펄로 슈퍼 샤인하고 애교살용,글리터 날림 있고 밀착력 약하며 지속력 부족,마이카,eye_라카_922_스노우_1763391225178
라카,모노 아이섀도우,923 챈스,6400,#봄웜톤 #가을웜톤,골드 글리터 펄,#글리터 #영롱,화려한 반짝임으로 포인트 메이크업 좋음,글리터 타입이라 데일리 부적합하고 특별한 날 전용,실리카,eye_라카_923_챈스_1763391225179
라카,모노 아이섀도우,925 글로리,6400,#봄웜톤 #가을웜톤,화려한 코랄 글리터,#글리터 #반짝,슈퍼 샤인 포뮬러로 빛 반사율 높음,과할 수 있고 글리터 날림 심함,탈크,eye_라카_925_글로리_1763391225180
라카,모노 아이섀도우,926 리버티,6400,#여름쿨톤 #겨울쿨톤,쿨한 퍼플 글리터,#글리터 #영롱,독특한 퍼플 펄로 시원하게 터지는 반짝임,활용도 매우 낮고 호불호 갈리며 데일리 불가,마이카,eye_라카_926_리버티_1763391225181
롬앤,슬라이드 인 싱글,M28 키튼 젤리,5400,#봄웜톤 #여름쿨톤,부드러운 키튼 베이지,#매트 #부드러움,슬라이드 케이스로 혁명적이고 49가지 컬러로 다양함,슬라이드 빡빡하고 열기 불편하며 양 적음,마이카,eye_롬앤_M28_키튼_젤리_1763391225182
롬앤,슬라이드 인 싱글,M29 피치 슈,5400,#봄웜톤 #가을웜톤라이트,따뜻한 피치 컬러,#매트 #실키,발색 적당하고 혈색 연출 좋음,가루날림 있고 케이스 불편,실리카,eye_롬앤_M29_피치_슈_1763391225183
롬앤,슬라이드 인 싱글,M30 캔디드 베리,5400,#여름쿨톤 #겨울쿨톤,선명한 베리 레드,#매트 #파우더리,임팩트 있는 컬러로 포인트 메이크업 좋음,과발색 주의하고 양 조절 어려우며 데일리 부담,탈크,eye_롬앤_M30_캔디드_베리_1763391225184
롬앤,슬라이드 인 싱글,M31 슈가 프레즐,5400,#가을웜톤 #봄웜톤,깊은 베이지 브라운,#매트 #부드러움,음영 표현 좋고 자연스러운 발색,슬라이드 케이스 빡빡하고 불편함,마이카,eye_롬앤_M31_슈가_프레즐_1763391225185
롬앤,슬라이드 인 싱글,M01 웜 볼류머,5400,#봄웜톤 #가을웜톤,따뜻한 화이트 베이지,#매트 #보송,무펄 하이라이터로 쓰기 좋고 눈가 푸른기 커버하며 애교살용,양 적고 슬라이드 불편하며 M02보다 덜 자연스러움,실리카,eye_롬앤_M01_웜_볼류머_1763391225186
롬앤,슬라이드 인 싱글,M02 쿨 볼류머,5400,#여름쿨톤 #겨울쿨톤,쿨한 화이트 핑크,#매트 #파우더리,베리 페일 쿨 화이트로 하이라이터 애교살 음영용,슬라이드 케이스 빡빡하고 가루날림 심함,탈크,eye_롬앤_M01_웜_볼류머_1763391225186
롬앤,슬라이드 인 싱글,M04 쥬시 망고,5400,#봄웜톤라이트 #봄웜톤브라이트,옐로우 망고 컬러,#매트 #실키,채도 낮은 컬러와 믹스 좋고 봄 브라이트 베이스,특이한 색이라 단독 사용 어렵고 활용도 낮음,마이카,eye_롬앤_M04_쥬시_망고_1763391225188
롬앤,슬라이드 인 싱글,M05 멜론 듀,5400,#봄웜톤라이트 #여름쿨톤,청량한 그린 멜론,#매트 #파우더리,독특한 그린 컬러로 신선하고 포인트용,그린 컬러라 활용도 매우 낮고 데일리 부적합,실리카,eye_롬앤_M05_멜론_듀_1763391225189
롬앤,슬라이드 인 싱글,M06 소다 팝,5400,#여름쿨톤 #겨울쿨톤,청량한 블루 컬러,#매트 #부드러움,특이한 블루로 발레코어 그린코어 메이크업 가능,블루 컬러라 활용도 극히 낮고 호불호,탈크,eye_롬앤_M06_소다_팝_1763391225190
롬앤,슬라이드 인 싱글,M07 스프링 라벤더,5400,#여름쿨톤 #봄웜톤라이트,은은한 라벤더 핑크,#매트 #실키,봄 분위기로 화사하고 발색 적당,특이한 색이라 활용 제한적,마이카,eye_롬앤_M07_스프링_라벤더_1763391225191
롬앤,슬라이드 인 싱글,M08 페일 피오니,5400,#봄웜톤 #여름쿨톤,뽀얀 피치 코랄,#매트 #뽀용,흰기 도는 뽀얀 피치로 뽀용한 블러셔 다크서클 커버 봄 브라이트 베이스,슬라이드 불편하고 양 적으며 가루날림,실리카,eye_롬앤_M08_페일_피오니_1763391225192
롬앤,슬라이드 인 싱글,M09 비 헤이지,5400,#가을웜톤뮤트 #여름쿨톤,뮤티드 베이지 컬러,#매트 #파우더리,차분한 뮤트 톤으로 음영 자연스러움,색이 연해서 발색 약하고 단조로움,탈크,eye_롬앤_M09_비_헤이지_1763391225193
롬앤,슬라이드 인 싱글,M10 토피 라떼,5400,#가을웜톤 #봄웜톤,따뜻한 토피 브라운,#매트 #부드러움,음영용으로 무난하고 데일리 적합,특별함 부족하고 평범함,마이카,eye_롬앤_M10_토피_라떼_1763391225194
롬앤,슬라이드 인 싱글,M11 커스터드,5400,#봄웜톤 #가을웜톤라이트,따뜻한 옐로우 베이지,#매트 #실키,웜톤 베이스로 좋고 자연스러운 발색,노란끼 튀어서 호불호 갈리고 웜톤 전용,실리카,eye_롬앤_M11_커스터드_1763391225195
롬앤,슬라이드 인 싱글,M12 마가렛,5400,#봄웜톤 #여름쿨톤,화사한 핑크 베이지,#매트 #파우더리,혈색 연출 좋고 발색 적당,밋밋하고 특별함 부족,탈크,eye_롬앤_M12_마가렛_1763391225196
롬앤,슬라이드 인 싱글,M13 포도 크림,5400,#여름쿨톤 #겨울쿨톤,부드러운 퍼플 베이지,#매트 #부드러움,쿨톤 메이크업에 좋고 독특한 컬러,특이한 색이라 활용도 낮고 호불호,마이카,eye_롬앤_M13_포도_크림_1763391225197
롬앤,슬라이드 인 싱글,M14 토 슈즈,5400,#봄웜톤 #여름쿨톤,발레리나 핑크 베이지,#매트 #실키,발레코어 메이크업 좋고 화사함,발색 약해서 여러 번 겹바름 필요,실리카,eye_롬앤_M14_토_슈즈_1763391225198
롬앤,슬라이드 인 싱글,M15 낫띵 피치,5400,#봄웜톤 #가을웜톤라이트,은은한 피치 컬러,#매트 #파우더리,자연스러운 혈색 연출하고 데일리용,색이 연해서 음영 부족하고 밋밋함,탈크,eye_롬앤_M15_낫띵_피치_1763391225199
롬앤,슬라이드 인 싱글,M16 피그 휘핑,5400,#봄웜톤 #여름쿨톤,부드러운 핑크 베이지,#매트 #뽀용,뽀용한 질감으로 화사하고 발색 적당,단조로운 베이스 컬러라 특별함 부족,마이카,eye_롬앤_M16_피그_휘핑_1763391225200
롬앤,슬라이드 인 싱글,M18 플레인 모카,5400,#가을웜톤 #봄웜톤,무난한 모카 브라운,#매트 #부드러움,데일리 음영으로 실패 없고 무난함,평범해서 특별함 부족,실리카,eye_롬앤_M18_플레인_모카_1763391225201
롬앤,슬라이드 인 싱글,M20 데일리 메밀,5400,#가을웜톤뮤트 #여름쿨톤,뮤티드 베이지 브라운,#매트 #파우더리,차분한 음영으로 데일리용이고 자연스러움,색이 뮤트해서 선명도 부족하고 밋밋함,탈크,eye_롬앤_M20_데일리_메밀_1763391225202
롬앤,슬라이드 인 싱글,M21 웜 캐러멜,5400,#가을웜톤 #봄웜톤,찐득쫀득 캬라멜 색,#매트 #실키,깊은 캬라멜 브라운으로 음영 좋음,진한 색이라 블렌딩 필수이고 지저분해질 수 있음,마이카,eye_롬앤_M21_웜_캐러멜_1763391225203
